,nombre_de_features,accuracy,precision,recall,f1_score
0,1,0.6203773584905661,0.5703905540417802,0.9544072948328267,0.7140420693575894
1,2,0.6324528301886793,0.5802690582959641,0.9714714714714715,0.7265581134194273
2,3,0.6483018867924528,0.5983754512635379,0.9692982456140351,0.7399553571428571
3,4,0.6558490566037736,0.872791519434629,0.37031484257871067,0.52
4,5,0.6641509433962264,0.6023856858846919,0.9308755760368663,0.7314423657211828
5,6,0.7162264150943396,0.75,0.6296296296296297,0.6845637583892616
6,7,0.7230188679245283,0.7564102564102564,0.6383307573415765,0.6923721709974854
7,8,0.7245283018867924,0.7256637168141593,0.7332339791356185,0.7294292068198667
8,9,0.7245283018867924,0.7589134125636672,0.6671641791044776,0.710087370929309
9,10,0.7516981132075472,0.7628205128205128,0.7245053272450532,0.7431693989071039
10,11,0.7343396226415094,0.7443729903536977,0.7057926829268293,0.7245696400625978
11,12,0.7064150943396227,0.7344537815126051,0.6541916167664671,0.6920031670625494
12,13,0.6784905660377358,0.722027972027972,0.6073529411764705,0.6597444089456869
13,14,0.7033962264150944,0.6924342105263158,0.671451355661882,0.6817813765182186
14,15,0.6784905660377358,0.6967213114754098,0.6381381381381381,0.6661442006269592
15,16,0.6837735849056604,0.7125,0.6073059360730594,0.6557107641741989
16,17,0.6973584905660377,0.7306397306397306,0.642962962962963,0.6840031520882585
17,18,0.6920754716981132,0.7217537942664418,0.6378539493293591,0.6772151898734177
18,19,0.6845283018867925,0.7161500815660685,0.6427525622254758,0.6774691358024691
19,20,0.6950943396226416,0.7310789049919485,0.6570188133140377,0.6920731707317074
20,21,0.6852830188679245,0.7136075949367089,0.6564774381368268,0.6838514025777104
21,22,0.699622641509434,0.7054009819967266,0.6640986132511556,0.684126984126984
22,23,0.6837735849056604,0.6835443037974683,0.663594470046083,0.6734216679657055
23,24,0.7056603773584905,0.7262658227848101,0.6789940828402367,0.7018348623853211
24,25,0.6626415094339623,0.6893819334389857,0.6341107871720116,0.6605922551252846
25,26,0.7071698113207547,0.7392,0.6724890829694323,0.7042682926829269
26,27,0.6920754716981132,0.6987767584097859,0.6841317365269461,0.6913767019667171
27,28,0.6860377358490566,0.7055016181229773,0.6507462686567164,0.6770186335403726
28,29,0.6950943396226416,0.7038834951456311,0.663109756097561,0.6828885400313972
29,30,0.660377358490566,0.6854961832061068,0.6479076479076479,0.6661721068249257
30,31,0.6792452830188679,0.6866359447004609,0.6691616766467066,0.6777862016679302
31,32,0.6747169811320755,0.6825885978428351,0.6631736526946108,0.6727410782080485
32,33,0.6913207547169812,0.7158730158730159,0.6622613803230544,0.6880244088482074
33,34,0.6875471698113208,0.69377990430622,0.6621004566210046,0.677570093457944
34,35,0.6875471698113208,0.685099846390169,0.6809160305343511,0.6830015313935681
35,36,0.6822641509433962,0.6896024464831805,0.6741405082212257,0.6817838246409675
36,37,0.6732075471698113,0.6741071428571429,0.679160419790105,0.6766243465272592
37,38,0.6958490566037736,0.6885496183206107,0.6938461538461539,0.6911877394636016
38,39,0.6845283018867925,0.7186009538950715,0.6522366522366523,0.6838124054462935
