,nombre_de_features,accuracy,precision,recall,f1_score
0,1,0.8597236981934112,0.5734265734265734,0.12041116005873716,0.19902912621359223
1,2,0.859298618490967,0.5227817745803357,0.3201174743024963,0.39708561020036426
2,3,0.8680127523910733,0.6470588235294118,0.19383259911894274,0.29830508474576267
3,4,0.8765143464399575,0.7777777777777778,0.2055800293685756,0.3252032520325203
4,5,0.8771519659936238,0.7909604519774012,0.2055800293685756,0.32634032634032634
5,6,0.8750265674814027,0.8394160583941606,0.16886930983847284,0.28117359413202936
6,7,0.877577045696068,0.8431372549019608,0.1894273127753304,0.3093525179856115
7,8,0.877577045696068,0.8431372549019608,0.1894273127753304,0.3093525179856115
8,9,0.8767268862911796,0.8435374149659864,0.18208516886930984,0.29951690821256033
9,10,0.8767268862911796,0.8435374149659864,0.18208516886930984,0.29951690821256033
10,11,0.8773645058448459,0.7988505747126436,0.20411160058737152,0.3251461988304094
11,12,0.8767268862911796,0.7885714285714286,0.2026431718061674,0.32242990654205606
12,13,0.8769394261424017,0.8148148148148148,0.19383259911894274,0.31316725978647686
13,14,0.8777895855472901,0.8192771084337349,0.19970631424375918,0.32113341204250295
14,15,0.8782146652497343,0.8176470588235294,0.20411160058737152,0.3266745005875441
15,16,0.8786397449521786,0.8197674418604651,0.20704845814977973,0.3305978898007034
16,17,0.8782146652497343,0.8176470588235294,0.20411160058737152,0.3266745005875441
17,18,0.8782146652497343,0.8176470588235294,0.20411160058737152,0.3266745005875441
18,19,0.8782146652497343,0.8176470588235294,0.20411160058737152,0.3266745005875441
