,nombre_de_features,accuracy,precision,recall,f1_score
0,1,0.8712008501594048,0.8088235294117647,0.08487654320987655,0.15363128491620112
1,2,0.8712008501594048,0.6105263157894737,0.17901234567901234,0.27684964200477324
2,3,0.8712008501594048,0.6105263157894737,0.17901234567901234,0.27684964200477324
3,4,0.8805526036131774,0.8257575757575758,0.16820987654320987,0.2794871794871795
4,5,0.8805526036131774,0.8257575757575758,0.16820987654320987,0.2794871794871795
5,6,0.8799149840595112,0.832,0.16049382716049382,0.2690815006468305
6,7,0.8799149840595112,0.832,0.16049382716049382,0.2690815006468305
7,8,0.8801275239107332,0.828125,0.16358024691358025,0.27319587628865977
8,9,0.8788522848034006,0.7910447761194029,0.16358024691358025,0.2710997442455243
9,10,0.8786397449521786,0.7851851851851852,0.16358024691358025,0.27075351213282245
10,11,0.8786397449521786,0.7851851851851852,0.16358024691358025,0.27075351213282245
11,12,0.879489904357067,0.8292682926829268,0.1574074074074074,0.26459143968871596
12,13,0.879489904357067,0.7913669064748201,0.1697530864197531,0.2795425667090216
13,14,0.8792773645058448,0.773972602739726,0.1743827160493827,0.28463476070528965
14,15,0.8792773645058448,0.773972602739726,0.1743827160493827,0.28463476070528965
15,16,0.8792773645058448,0.773972602739726,0.1743827160493827,0.28463476070528965
16,17,0.8792773645058448,0.773972602739726,0.1743827160493827,0.28463476070528965
