,nombre_de_features,accuracy,precision,recall,f1_score
0,1,0.6332075471698113,0.5806159420289855,0.9653614457831325,0.7251131221719456
1,2,0.6754716981132075,0.6172344689378757,0.927710843373494,0.7412755716004814
2,3,0.7335849056603774,0.807920792079208,0.6144578313253012,0.69803250641574
3,4,0.7373584905660377,0.8003802281368821,0.6340361445783133,0.7075630252100841
4,5,0.7373584905660377,0.8003802281368821,0.6340361445783133,0.7075630252100841
5,6,0.7373584905660377,0.8003802281368821,0.6340361445783133,0.7075630252100841
6,7,0.7426415094339622,0.8030018761726079,0.6445783132530121,0.7151211361737678
7,8,0.7426415094339622,0.8030018761726079,0.6445783132530121,0.7151211361737678
8,9,0.7388679245283019,0.7208333333333333,0.7816265060240963,0.7499999999999999
9,10,0.7494339622641509,0.759375,0.7319277108433735,0.7453987730061349
10,11,0.7486792452830189,0.7542242703533026,0.7394578313253012,0.7467680608365018
11,12,0.7486792452830189,0.7542242703533026,0.7394578313253012,0.7467680608365018
12,13,0.7486792452830189,0.7542242703533026,0.7394578313253012,0.7467680608365018
13,14,0.7486792452830189,0.7534456355283308,0.7409638554216867,0.7471526195899771
14,15,0.7486792452830189,0.7534456355283308,0.7409638554216867,0.7471526195899771
