,nombre_de_features,accuracy,precision,recall,f1_score
0,1,0.6316981132075472,0.5868210151380232,0.9648609077598829,0.7297895902547066
1,2,0.6649056603773585,0.6168132942326491,0.9238653001464129,0.7397420867526378
2,3,0.7320754716981132,0.8014705882352942,0.6383601756954612,0.7106764466177671
3,4,0.7411320754716981,0.7972027972027972,0.6676427525622255,0.7266932270916335
4,5,0.7411320754716981,0.7972027972027972,0.6676427525622255,0.7266932270916335
5,6,0.7456603773584906,0.7993079584775087,0.6764275256222547,0.7327517842981761
6,7,0.7456603773584906,0.7993079584775087,0.6764275256222547,0.7327517842981761
7,8,0.7456603773584906,0.7993079584775087,0.6764275256222547,0.7327517842981761
8,9,0.7449056603773585,0.7482014388489209,0.7613469985358712,0.7547169811320754
9,10,0.7449056603773585,0.7482014388489209,0.7613469985358712,0.7547169811320754
10,11,0.7524528301886793,0.75177304964539,0.7759882869692533,0.7636887608069165
11,12,0.7524528301886793,0.75177304964539,0.7759882869692533,0.7636887608069165
12,13,0.7524528301886793,0.75177304964539,0.7759882869692533,0.7636887608069165
13,14,0.7524528301886793,0.75177304964539,0.7759882869692533,0.7636887608069165
14,15,0.7479245283018868,0.7503586800573888,0.7657393850658858,0.7579710144927536
15,16,0.7479245283018868,0.7503586800573888,0.7657393850658858,0.7579710144927536
