,nombre_de_features,accuracy,precision,recall,f1_score
0,1,0.6437735849056604,0.5942290351668169,0.9676945668135095,0.7363128491620111
1,2,0.6294339622641509,0.5750682438580528,0.9634146341463414,0.7202279202279201
2,3,0.6324528301886793,0.5724770642201835,0.9674418604651163,0.7193083573487031
3,4,0.6830188679245283,0.8717948717948718,0.38202247191011235,0.53125
4,5,0.6792452830188679,0.6143589743589744,0.9243827160493827,0.7381392483056068
5,6,0.7456603773584906,0.7973484848484849,0.6466973886328725,0.714164546225615
6,7,0.7456603773584906,0.7981481481481482,0.65402124430956,0.7189324437030858
7,8,0.7569811320754717,0.7678300455235205,0.7496296296296296,0.7586206896551725
8,9,0.7554716981132076,0.7632776934749621,0.7496274217585693,0.7563909774436091
9,10,0.7290566037735849,0.724087591240876,0.7447447447447447,0.7342709104367136
10,11,0.750188679245283,0.7627388535031847,0.7246596066565809,0.743211792086889
11,12,0.7509433962264151,0.778702163061564,0.7037593984962406,0.7393364928909952
12,13,0.7328301886792453,0.7658536585365854,0.6916299559471366,0.7268518518518519
13,14,0.7275471698113207,0.7313915857605178,0.6986089644513137,0.7146245059288537
14,15,0.7132075471698113,0.7243589743589743,0.6848484848484848,0.7040498442367601
15,16,0.7539622641509434,0.777972027972028,0.6909937888198758,0.7319078947368421
16,17,0.6883018867924529,0.6969205834683955,0.6554878048780488,0.6755695208169678
17,18,0.7011320754716981,0.7075471698113207,0.6818181818181818,0.6944444444444443
18,19,0.7554716981132076,0.7697368421052632,0.7177914110429447,0.7428571428571429
19,20,0.7562264150943396,0.7654723127035831,0.724191063174114,0.7442596991290578
20,21,0.7539622641509434,0.7617554858934169,0.7363636363636363,0.7488443759630199
21,22,0.6890566037735849,0.7108626198083067,0.658284023668639,0.6835637480798771
22,23,0.7139622641509434,0.7260940032414911,0.6808510638297872,0.7027450980392157
23,24,0.7041509433962264,0.7152317880794702,0.6625766871165644,0.6878980891719746
24,25,0.7124528301886792,0.7047619047619048,0.6948356807511737,0.6997635933806148
25,26,0.7033962264150944,0.7300613496932515,0.6868686868686869,0.7078066914498141
26,27,0.6981132075471698,0.7018348623853211,0.6912650602409639,0.6965098634294385
27,28,0.6943396226415094,0.7053140096618358,0.6636363636363637,0.68384074941452
28,29,0.6966037735849057,0.7087227414330218,0.6791044776119403,0.6935975609756098
29,30,0.6981132075471698,0.7277147487844409,0.6593245227606461,0.691833590138675
30,31,0.6875471698113208,0.6725521669341894,0.6661367249602543,0.6693290734824281
31,32,0.7041509433962264,0.7101910828025477,0.6798780487804879,0.6947040498442367
32,33,0.6777358490566038,0.6737160120845922,0.6788432267884322,0.6762699014404853
33,34,0.6830188679245283,0.6819526627218935,0.6921921921921922,0.6870342771982116
34,35,0.6792452830188679,0.6960132890365448,0.6338880484114977,0.6634996041171813
35,36,0.700377358490566,0.6876923076923077,0.6973478939157566,0.6924864446165763
36,37,0.6867924528301886,0.693815987933635,0.6845238095238095,0.6891385767790262
37,38,0.6890566037735849,0.7045101088646968,0.6711111111111111,0.6874051593323217
38,39,0.6988679245283019,0.6961240310077519,0.6886503067484663,0.69236700077101
